"forecast_date","target","target_end_date","location","location_name","type","quantile","value"
2021-05-03,"1 wk ahead cum case",2021-05-08,"PL72","Dolnoslaskie Province","point",NA,207829
2021-05-03,"2 wk ahead cum case",2021-05-15,"PL72","Dolnoslaskie Province","point",NA,209689
2021-05-03,"3 wk ahead cum case",2021-05-22,"PL72","Dolnoslaskie Province","point",NA,210804
2021-05-03,"4 wk ahead cum case",2021-05-29,"PL72","Dolnoslaskie Province","point",NA,211443
2021-05-03,"1 wk ahead cum case",2021-05-08,"PL72","Dolnoslaskie Province","quantile",0.01,206006
2021-05-03,"1 wk ahead cum case",2021-05-08,"PL72","Dolnoslaskie Province","quantile",0.025,206279
2021-05-03,"1 wk ahead cum case",2021-05-08,"PL72","Dolnoslaskie Province","quantile",0.05,206519
2021-05-03,"1 wk ahead cum case",2021-05-08,"PL72","Dolnoslaskie Province","quantile",0.1,206815
2021-05-03,"1 wk ahead cum case",2021-05-08,"PL72","Dolnoslaskie Province","quantile",0.15,207009
2021-05-03,"1 wk ahead cum case",2021-05-08,"PL72","Dolnoslaskie Province","quantile",0.2,207173
2021-05-03,"1 wk ahead cum case",2021-05-08,"PL72","Dolnoslaskie Province","quantile",0.25,207295
2021-05-03,"1 wk ahead cum case",2021-05-08,"PL72","Dolnoslaskie Province","quantile",0.3,207414
2021-05-03,"1 wk ahead cum case",2021-05-08,"PL72","Dolnoslaskie Province","quantile",0.35,207523
2021-05-03,"1 wk ahead cum case",2021-05-08,"PL72","Dolnoslaskie Province","quantile",0.4,207622
2021-05-03,"1 wk ahead cum case",2021-05-08,"PL72","Dolnoslaskie Province","quantile",0.45,207726
2021-05-03,"1 wk ahead cum case",2021-05-08,"PL72","Dolnoslaskie Province","quantile",0.5,207829
2021-05-03,"1 wk ahead cum case",2021-05-08,"PL72","Dolnoslaskie Province","quantile",0.55,207938
2021-05-03,"1 wk ahead cum case",2021-05-08,"PL72","Dolnoslaskie Province","quantile",0.6,208031
2021-05-03,"1 wk ahead cum case",2021-05-08,"PL72","Dolnoslaskie Province","quantile",0.65,208123
2021-05-03,"1 wk ahead cum case",2021-05-08,"PL72","Dolnoslaskie Province","quantile",0.7,208231
2021-05-03,"1 wk ahead cum case",2021-05-08,"PL72","Dolnoslaskie Province","quantile",0.75,208355
2021-05-03,"1 wk ahead cum case",2021-05-08,"PL72","Dolnoslaskie Province","quantile",0.8,208485
2021-05-03,"1 wk ahead cum case",2021-05-08,"PL72","Dolnoslaskie Province","quantile",0.85,208638
2021-05-03,"1 wk ahead cum case",2021-05-08,"PL72","Dolnoslaskie Province","quantile",0.9,208823
2021-05-03,"1 wk ahead cum case",2021-05-08,"PL72","Dolnoslaskie Province","quantile",0.95,209113
2021-05-03,"1 wk ahead cum case",2021-05-08,"PL72","Dolnoslaskie Province","quantile",0.975,209358
2021-05-03,"1 wk ahead cum case",2021-05-08,"PL72","Dolnoslaskie Province","quantile",0.99,209615
2021-05-03,"2 wk ahead cum case",2021-05-15,"PL72","Dolnoslaskie Province","quantile",0.01,206454
2021-05-03,"2 wk ahead cum case",2021-05-15,"PL72","Dolnoslaskie Province","quantile",0.025,206849
2021-05-03,"2 wk ahead cum case",2021-05-15,"PL72","Dolnoslaskie Province","quantile",0.05,207266
2021-05-03,"2 wk ahead cum case",2021-05-15,"PL72","Dolnoslaskie Province","quantile",0.1,207761
2021-05-03,"2 wk ahead cum case",2021-05-15,"PL72","Dolnoslaskie Province","quantile",0.15,208088
2021-05-03,"2 wk ahead cum case",2021-05-15,"PL72","Dolnoslaskie Province","quantile",0.2,208371
2021-05-03,"2 wk ahead cum case",2021-05-15,"PL72","Dolnoslaskie Province","quantile",0.25,208630
2021-05-03,"2 wk ahead cum case",2021-05-15,"PL72","Dolnoslaskie Province","quantile",0.3,208878
2021-05-03,"2 wk ahead cum case",2021-05-15,"PL72","Dolnoslaskie Province","quantile",0.35,209085
2021-05-03,"2 wk ahead cum case",2021-05-15,"PL72","Dolnoslaskie Province","quantile",0.4,209284
2021-05-03,"2 wk ahead cum case",2021-05-15,"PL72","Dolnoslaskie Province","quantile",0.45,209481
2021-05-03,"2 wk ahead cum case",2021-05-15,"PL72","Dolnoslaskie Province","quantile",0.5,209689
2021-05-03,"2 wk ahead cum case",2021-05-15,"PL72","Dolnoslaskie Province","quantile",0.55,209899
2021-05-03,"2 wk ahead cum case",2021-05-15,"PL72","Dolnoslaskie Province","quantile",0.6,210118
2021-05-03,"2 wk ahead cum case",2021-05-15,"PL72","Dolnoslaskie Province","quantile",0.65,210341
2021-05-03,"2 wk ahead cum case",2021-05-15,"PL72","Dolnoslaskie Province","quantile",0.7,210571
